"Your Kindle Notes For:",,,
"SCAM ME IF YOU CAN: SIMPLE STRATEGIES TO OUTSMART TODAY'S RIP-OFF ARTISTS",,,
"by Frank W.  Abagnale",,,
"Free Kindle instant preview:",,,
"https://a.co/cA1OBrh",,,
----------------------------------------------,,,
,,,
"Annotation Type","Location","Starred?","Annotation"
"Highlight (Yellow)","Location 3072","","Don’t go it alone. Never sign paperwork without consulting with your family or trusted advisers."
"Highlight (Yellow)","Location 3081","","Do an Internet search on the site name with “reviews” and “scams” and see what comes up."
"Note","Location 3082","","Yep..."
"Highlight (Yellow)","Location 3087","","The names of professional genealogists, both certified and uncertified, can be obtained from the Association of Professional Genealogists (www.apgen.org)."
"Highlight (Yellow)","Location 3121","","the Internet can be a positive; it allows you to do quick information verifications.”"
"Highlight (Yellow)","Location 3150","","Know the risks. Hacks happen every day, and in all kinds of ways. Before you swab your cheek or spit into a test tube, think about the risks associated with DNA testing and the fact that hackers could gain access to your information in a data breach."
"Note","Location 3152","","Yep..."
"Highlight (Yellow)","Location 3165","","keep the lines of communication open between your loved ones. Discuss matters when they arise; don’t wait. Settle disputes quickly and fairly, and be willing to compromise."
"Highlight (Yellow)","Location 3189","","You can also check lists of the worst charities. These lists generally call out charities that allocate 4 percent or less of the donations"
"Highlight (Yellow)","Location 3266","","Adrienne Gonzalez, a reporter who investigates animal fraud and heads up a watchdog website called GoFraudMe,"
"Highlight (Yellow)","Location 3286","","Don’t give to individuals or organizations you cannot check out. If"
"Highlight (Yellow)","Location 3289","","Volunteer! If you are able, volunteer at a local shelter or rescue mission. Giving your time and love to animals in need is one of the best ways to help."
"Highlight (Yellow)","Location 3321","","“Not long ago, I saw a Twitter account of someone claiming to be a gay teen whose ultra-religious parents were throwing her out of the house. She created a GoFundMe account that day and had collected $4,000. The next day the account—and the money—was gone,” said Gonzalez. Whether this was real or made up, we’ll never know. Unless you can confirm that the stories are true and you know the money will be well spent, it’s better to decline to give, no matter how tragic the situation sounds."
"Highlight (Yellow)","Location 3329","","not to say there are no legitimate causes helped by GoFundMe and other for-profit online funding groups. There are. Discerning between good and bad, real and fake, is what can be challenging. Although crowdsourcing websites like GoFundMe or CrowdRise by GoFundMe do try to monitor what goes up on their site, keep in mind that these are businesses, not nonprofits. “An IRS-regulated charity may be a better bet,”"
"Highlight (Yellow)","Location 3335","","The organization or individual soliciting funds should be a legitimate 501(c)(3) charitable group. Ask to see an official letter from the IRS showing that it is registered and tax-exempt. The organization or individual should also be able to show you a copy of the IRS Form 990 or 990-EZ showing its financial reporting for each year. Or you can look it up on the IRS website. If the 501(c)(3) organization takes in more than $20,000 per year, it would also have, and be able to produce upon request, annual returns and applications of exemption. If it is incorporated, articles of incorporation and bylaws should be available."
"Highlight (Yellow)","Location 3340","","Find out how much of the money is going to the stated mission. How many of your dollars actually get to the cause? The percentage you feel comfortable with is up to you. Charities know the exact percentages of dollars spent on fund-raising, salaries, and the cause itself."
"Highlight (Yellow)","Location 3343","","Find out about the charity’s specific good deeds. Don’t accept answers like “We educate the public” or “We raise awareness”—alone, those are empty and meaningless phrases. Look for specific projects that have quantifiable results."
"Highlight (Yellow)","Location 3347","","In March 2018, four people were indicted on charges of creating the Wounded Warrior Fund and Wounded Warrior Foundation, tricking donors into believing they were giving money to the Wounded Warrior Project (which has also come under fire for misappropriation of funds)."
"Highlight (Yellow)","Location 3350","","Similarly, a former New York stockbroker with ties to organized crime allegedly set up several bogus nonprofit organizations with legitimate-sounding names—the American Cancer Society of Washington, American Cancer Society of Seattle, American Red Cross of Seattle, American Red Cross of Washington, United Way of Seattle, and United Way of Washington—and by doing so obtained donations fraudulently. He kept donations for himself. Check"
"Highlight (Yellow)","Location 3358","","Don’t let the pressure get to you. No reputable charity insists that you make a gift immediately."
"Highlight (Yellow)","Location 3361","","Check registration. Check to see if your state or the state where a disaster happened requires charities and fund-raisers to be registered with the state by visiting the National Association of State Charity Officials (www.nasconet.org)."
"Highlight (Yellow)","Location 3366","","Designate your donation. If you know the charity is legitimate and you are ready to donate, you might want to designate exactly where you want your money going—for"
"Highlight (Yellow)","Location 3373","","paying by credit card is safest—but offer up credit card information only if you have initiated the donations. Don’t give credit card information to unsolicited callers."
"Highlight (Yellow)","Location 3423","","While the FBI says that the most common targets are women over forty who are divorced, widowed, and/or disabled, it doesn’t matter if you’re male or female, old or young, gay or straight. Every age group and demographic is a potential target of a dating scam."
"Highlight (Yellow)","Location 3477","","Community is the key here—Caldwell sought out women in the hiking community, and Melissa was not his first victim. This is a type of affinity fraud, the same kind that financial scammers often use to lure victims into investment schemes (this page). Dating scammers use common interests and membership in groups to connect with people and establish a basic level of trust."
"Highlight (Yellow)","Location 3494","","use https://tineye.com or Google Images to “search by image” and see if that person’s photo shows up in other places using a different name."
"Highlight (Yellow)","Location 3496","","Cut and paste suspicious wording into a search engine and see if the same words pop up"
"Highlight (Yellow)","Location 3663","","technology will become increasingly difficult to fool. If recognition analysts see an image that is associated with two or more identities, they try to determine whether it was a clerical error—for instance, from a name change due to marriage or divorce—or willful fraud. As of this writing, thirty-nine state DMVs use facial recognition software."
"Highlight (Yellow)","Location 3667","","In Massachusetts, self-service license renewal kiosks use biometrics to ensure that people are who they say they are—and raise the alarm if there’s a problem. Colorado, Idaho, Iowa, Maryland, and Washington, D.C., have all begun testing digital driver’s licenses (DDLs), which are encrypted and app-based, with remote reader technology—including facial recognition—to access the app."
"Highlight (Yellow)","Location 3673","","biometric, fingerprints, can also be used to make birth certificates and Social Security cards—and our identities—more secure and harder to steal."
"Highlight (Yellow)","Location 3674","","“There is no reason why a birth certificate cannot be issued, at birth, that contains a chip with the child’s fingerprint, since fingerprints are fully developed at birth,” said Benson. A patent for this technology was issued a few years ago,"
"Highlight (Yellow)","Location 3694","","bitcoin transactions cannot be changed or reversed—a feature of the currency, not a bug. I expect cryptocurrency scams to increase as cryptocurrencies like bitcoin become more popular."
"Highlight (Yellow)","Location 3706","","I strongly believe that blockchain is the future of secure data processing and storage and that it will greatly minimize and even potentially eliminate identity theft. It is the best way to secure information."
"Highlight (Yellow)","Location 3709","","The most important step you can take to prevent fraud is to educate yourself on the latest threats and frauds using the many resources available, including AARP’s Fraud Watch. Sign up at www.aarp.org/fraudwatchnetwork"
"Highlight (Yellow)","Location 3711","","Then follow the suggestions I’ve provided throughout this book. Freeze your credit. Clear your computer’s browsing history regularly or use private windows when searching on the Internet. Keep track of your finances by reading bank and credit card statements carefully. Use a major credit card for all major transactions—and even small ones. Track your account regularly and question suspicious transactions. Use two-step authentication for passwords until the time comes when we can eliminate the need for passwords. Never share personal information with people you don’t know, or on social media. Don’t leave your smartphone unlocked. Shred sensitive documents using a micro-cut shredder. Read the fine print and understand what you are signing before making a financial commitment, whether it’s an investment opportunity, property transaction, or charitable donation. When in doubt in considering a financial commitment, get a second opinion. Don’t be embarrassed if you are a victim of fraud; report it to law enforcement and the AARP Fraud Watch Network. Vote for politicians who advocate for investment in national security systems to prevent “weaponless war” and other mass cyber scams and crimes. Advocate for local and state governments to institute technologies like biometrics and blockchain to protect identities."
"Highlight (Yellow)","Location 3782","","Resources AARP Fraud Watch Network 877-908-3360 www.aarp.org/fraudwatchnetwork Sign up for free watchdog alerts; get tips to spot and avoid scams like identity theft, investment fraud, and holiday scams; review a scam-tracking map that provides real-time alerts from law enforcement in your state; and call the toll-free fraud helpline to report fraud or speak with fraud counselors. Abagnale & Associates 800-237-7443 www.abagnale.com Frank Abagnale Jr. speaks widely about fraud. Contact him to learn more about hosting him for speaking engagements. Federal Trade Commission 600 Pennsylvania Avenue NW Washington, DC 20580 202-326-2222 www.ftc.gov You can report fraud at www.ftc.gov/complaint. Try to provide specifics, such as a copy of any letter or email you receive and the date and time of any calls, along with what the caller said and the phone number of the caller. Even though scammers use spoofing to simulate real numbers, or create fake ones, law enforcement agents can still potentially track numbers to identify the caller. For any type of identity theft, begin by making a report at www.identitytheft.gov. Financial Industry Regulatory Authority (FINRA) 1735 K Street NW Washington, DC 20006 301-590-6500 www.finra.org FINRA is an independent organization that upholds standards for broker-dealers. Its website provides resources for investors, including a way to file a complaint against a broker-dealer. Internal Revenue Service (IRS) 800-829-1040 www.irs.gov The IRS provides information on federal taxes, tax fraud and prevention, and related financial crimes. Medicare 800-MEDICARE (800-633-4227) TTY: 877-486-2048 www.medicare.gov/fraud Contact Medicare to find out how to spot and report Medicare-related fraud. Report suspicious calls regarding your healthcare or health insurance to Medicare’s 800 number. Each state has a Senior Medicare Patrol (SMP) that can give you reliable information and help with all your Medicare questions, including those about possible fraud or identity theft. You can locate your state’s office at www.smpresource.org/content/what-smps-do.aspx, or call 877-808-2468. Staff will also help you determine whether fraud or theft has occurred. If you have established that someone else is using your Medicare benefits, follow the same procedure as with any other kind of identity theft by making a report at www.identitytheft.gov. National Do Not Call Registry 888-382-1222 TTY: 866-290-4236 www.donotcall.gov Register your home and mobile numbers for free to stop unwanted sales calls from legitimate companies. You might still receive political calls, charitable calls, debt collection calls, informational calls, and telephone survey calls. Companies you’ve recently done business with may also call you, though if you ask them not to, they must honor your request. Once your number is on the registry, if you do get a sales call, it’s likely a scam. North American Securities Administrators Association Inc. (NASAA) 750 First Street NE, Suite 1140 Washington, DC 20002 202-737-0900 www.nasaa.org NASAA is a voluntary association that helps protect investors from fraud. Social Security Administration (SSA) 800-772-1213 www.ssa.gov Social Security Fraud Hotline P.O. Box 17785 Baltimore, MD 21235 800-269-0271 (10 a.m.–4 p.m. Eastern time) TTY: 866-501-2101 Contact the Social Security Administration for tips on preventing fraud. You can report fraud directly to the Fraud Hotline. U.S. Securities and Exchange Commission (SEC) Division of Corporation Finance 202-551-3100 www.sec.gov The SEC will answer questions about security transactions and verify registration of securities dealers and firms. The Division of Corporation Finance seeks to ensure that investors are provided with material information in order to make informed investment decisions. CHARITY RATINGS AND REVIEWS These organizations rate and review charities. With many, you can search the charity’s name and get the percentage it donates directly to its stated mission. Charity Navigator 139 Harristown Road, Suite 101 Glen Rock, NJ 07452 201-818-1288 www.charitynavigator.org CharityWatch P.O. Box 578460 Chicago, IL 60657 773-529-2300 www.charitywatch.org/home Give.org (BBB Wise Giving Alliance) 3033 Wilson Blvd., Suite 710 Arlington, VA 22201 703-247-9321 www.give.org Givewell 182 Howard Street, No. 208 San Francisco, CA 94105 415-689-5803 www.givewell.org CREDIT-REPORTING AGENCIES Go to www.annualcreditreport.com to get a free annual credit report from each of the three nationwide reporting services—Equifax, Experian, and TransUnion. For the most current results, request a report from each of the companies periodically throughout the year (for example, Equifax on January 1, Experian on May 1, and TransUnion on September 1). You can also set up credit freezes by contacting the three services. Equifax 800-685-1111 www.equifax.com Experian 888-397-3742 www.experian.com TransUnion 800-888-4213 www.transunion.com"
