"Your Kindle Notes For:",,,
"CARRYING THE FIRE: 50TH ANNIVERSARY EDITION",,,
"by Michael Collins",,,
"Free Kindle instant preview:",,,
"https://a.co/7lkoPBT",,,
----------------------------------------------,,,
,,,
"Annotation Type","Location","Starred?","Annotation"
"Highlight (Yellow)","Location 1277","","Granted, the primary responsibility for keeping the razor blade aimed precisely toward the absolute center of the hair would be the job of powerful ground tracking radars, coupled to gigantic computer complexes. But suppose the spacecraft experienced a communications failure and was unable to receive steering instructions from the ground. Would the astronauts be able to take over this delicate and vital assignment? The key to it would involve measuring the angle between a selected star and the moon’s or earth’s horizon, but how accurately could this be done? Assumptions were being made and equipment was being designed, but suppose mistakes were being built into the system? Suppose the sextant design was too crude for the precision required, or suppose the instrument became warped slightly by virtue of the fact that it was built on the ground (one G) but had to perform in space (zero G)? For that matter, was the earth’s horizon that clearly defined when seen from above the atmosphere? What would you see, the terrain horizon, or the atmospheric horizon, or some line in between? Perhaps it would shimmer, or move or vary with the angle of the sun’s rays, or perhaps a hundred other unknown factors might creep into the equation. Suppose all was known to a fare-thee-well, but then some absent-minded technician at Cape Kennedy loaded the wrong number for the earth’s diameter into the spacecraft computer, or, more likely, suppose the crew procedures incident to taking such a measurement were so involved and complicated that the astronauts made mistakes. Suppose each individual system aboard the spacecraft was a design masterpiece in itself, but when all the systems were added together they required twenty-six hours a day of crew attention? Suppose—suppose—suppose."
"Highlight (Yellow)","Location 1290","","I am merely trying to convey the flavor of MSC in 1964, when we had a mandate to fly to the moon but few hard facts with which to work."
"Highlight (Yellow)","Location 1299","","No test pilot in his right mind would, for instance, go faster than the speed of sound on his first flight in a new airplane: aerodynamics are quite different on each side of the sound barrier, and the handling qualities of an airplane are sorely tested in the highly sensitive region near Mach 1. But consider the Gemini spacecraft, mounted on top of a Titan II rocket. When it goes, it goes! All the way to orbit, banging through the speed of sound, from step A to step Z with no intermediate stops, with no opportunity to reconsider or redesign along the way. In the case of the Gemini-Titan, it was possible to run two unmanned test flights before putting Gus Grissom and John Young aboard the third one; in the case of the Saturn V, again two unmanned flights preceded the Borman-Lovell-Anders flight of Apollo 8."
"Highlight (Yellow)","Location 1306","","the Saturn V was truly a new beast, far heavier and more powerful than any flying machine the world had ever seen, and it was deemed sufficiently trustworthy to send men to the moon on only its third flight."
"Highlight (Yellow)","Location 1314","","But if 1964 was for astronauts a year of technological doubt, a year for questioning scientists, engineers, and flight planners, it was also a year of great spiritual exuberance. We had not been with the space program long enough to become jaded by constant close contact with its marvels."
"Highlight (Yellow)","Location 1319","","Wise or not, we were on our way, and I remember 1964 as a vintner might: “Young, still tasting of tannin, rough around the edges, but solid, with body, a spicy bouquet, and a strength suggesting greatness in five years’ time.”"
"Highlight (Yellow)","Location 1361","","Who would suspect that (Fe2+ ,Mg) Ti2O5 would be discovered at Tranquility Base in 1969 and that this new mineral would be called “armalcolite,” a name derived from the initial letters of Armstrong, Aldrin, and Collins."
"Highlight (Yellow)","Location 1374","","My own thinking was especially shortsighted in that it stopped abruptly at the first lunar landing. I thought that scores of preparatory flights would be required, and that the first landing would signal success and the end of the program, rather than the beginning of lunar exploration, with subsequent long-duration traverses complete with lunar rovers and scientific instrument packages. On the other hand, I believed (and still do) that lunar bases would one day be established and that man would fly to Mars. But these efforts would not be Apollo; President Kennedy had said, “… to land a man on the moon and return him safely to earth.”"
"Highlight (Yellow)","Location 1399","","NASA-ese is no worse than Air Force-ese or State Department-ese; I suppose each has its place, although none of them seems a desirable substitute for English. Examine the sentence “Jones and Smith don’t get along well” translated into: (1) Air Force-ese: “It is considered that effective utilization of the potential allegiance between Jones and Smith is not being harmoniously exploited”; (2) NASA-ese: “The interface between Jones and Smith has gone divergent”; (3) State Department-ese: “Messrs. Jones and Smith’s abrasiveness vis-à-vis each other is counterproductive to their bilateral relationship; each considers the other a bête noir.” NASA-ese is not longwinded—it is just different, and in addition there are some no-nos in its vocabulary whose use marks one as a gauche outsider."
"Highlight (Yellow)","Location 1408","","Another thing one must learn is the proper use of units: spacecraft velocity, for example, is measured in feet per second, not miles per hour (or furlongs per fortnight, which is probably as sensible a unit as feet per second). One must learn the language if one is to study a foreign culture, and the language of space flight is as complex and precise as the maneuvers it describes, a fact that dismays NASA public-affairs officials at flight time"
"Highlight (Yellow)","Location 1412","","Perhaps public support might have been stronger had the public really understood what the astronauts were talking about; on the other hand, I suppose some mystique is desirable in any enterprise."
"Highlight (Yellow)","Location 1449","","Our trip down into the canyon took nearly the whole day, so we spent the night in a charming inn at the bottom, and the next morning those of us who wanted to rented burros for an expedited ascent. I chose to ride, but picked an animal which stopped walking whenever I stopped kicking, so I got as much exercise as if I had been afoot. I also had plenty of time to contemplate the rapid pace at which I was speeding toward the moon. From supersonic jets at Edwards, I had progressed all the way to kicking a burro up out of the Grand Canyon. Just as the jets had their tricks, so did this creature; it seemed I was perpetually more involved with the transportation system than with the use to which it could be put. A scientist I would never be, at least not a geologist, but perhaps a transportation technologist deserved a role somewhere."
"Highlight (Yellow)","Location 1482","","Our bible was Air Force Manual 64–5, entitled Survival, and it makes jolly good bedtime reading. In fact, I have kept two copies of this little gold mine to this day, for one never knows. The manual opens on a cheery note: “Anything that creeps, crawls, swims, or flies is a possible source of food.” Then it gets a bit too specific for my taste. “People eat grasshoppers, hairless caterpillars, wood-boring beetle larvae and pupae, ant eggs, and termites.” Not me, babe! Oh yeah? Read on. “You have probably eaten insects as contaminants in flour, corn meal, rice, beans, fruits, and greens of your daily food, and in stores in general.”"
"Highlight (Yellow)","Location 1531","","Was not the moon staying forever one step ahead of us, just as described in one of Zeno’s famous paradoxes: you see a turtle in the distance moving slowly ahead and you race to catch up with it. However, when you reach place A, where the turtle was when you first saw it, the turtle will have moved on to B. By the time you reach B, the turtle will have gone on to C. Therefore, no matter how many times the process is repeated, the turtle will always be ahead of you, and you can never quite catch up."
"Highlight (Yellow)","Location 1540","","It turns out that those little whitish disks you find in your heart-of-palm salad are part of a largish cylinder of edible stalk buried inside the trunk of certain varieties of palm tree. The trick is to be an expert palm-tree identifier, because it takes a couple of hours to chop down a palm tree with just a small machete, and to whack through the tough fibrous exterior of the upper trunk to expose what could be either a delicious tender heart or more of the same inedible woody pulp, depending on the tree."
"Highlight (Yellow)","Location 1556","","Although threatening in appearance, prehistoric and dragon-like, iguanas are actually sluggish, harmless fellows, and deserve better treatment."
"Highlight (Yellow)","Location 1565","","We also met some Choco Indians, by arrangement, and were most impressed by their chieftain, Antonio, a man who appeared much younger than his years (forty?) because of his superb physical condition and unlined face. He also had a great impassive dignity, and seemed surprised at nothing, not even the news that we were practicing in his jungle so as to be able to fly to the moon. Perhaps he did not believe it. Years later, in Washington, I met Antonio again, at the Smithsonian, in the hall containing the original Wright Brothers airplane and, almost directly below it, the Apollo 11 command module. I patiently explained to Antonio about Apollo 11, about flying to the moon, and I learned from his interpreter that he was not particularly interested in the Apollo 11 craft. He didn’t disbelieve my story, he simply could not relate it to the ugly triangular chunk of heat-shield-covered machinery. He liked the idea of flight to the moon, and obviously knew a lot about it—that it was a satellite of earth, and so forth—but the machinery he was interested in was the Wright Flier. This he could understand, the mannequin lying prone on the lower wing, and the crude engine powering a pair of wooden propellers. Here was useful technology."
"Highlight (Yellow)","Location 1575","","along the way I picked up a couple of hundred companions, chiggers, evenly distributed from the waist down. I cannot adequately explain to the unchiggered what they are missing. My dictionary says simply that chiggers are “the parasitic larva of certain mites.” It doesn’t say they are also abominable little red creatures who burrow into your skin, where they ultimately die. Uneasy in their terminal tunnels, they either jump about or dig deeper, or secrete some irritant, or something; at any rate they itch like crazy."
"Highlight (Yellow)","Location 1609","","The trick here is to get up off the ground a few inches if possible, as it can be 30 degrees cooler a foot above the ground than it is on the surface, and to keep the sides of your shelter or tent or whatever open, to allow free circulation of air."
"Highlight (Yellow)","Location 1616","","Neil Armstrong and Dave Scott brought Gemini 8 down suddenly and unexpectedly in the Pacific Ocean rather than the Atlantic, but they were picked up by a destroyer stationed there for that contingency purpose. Scott Carpenter’s Aurora 7 overshot its landing area by 250 miles, but a helicopter quickly reached him. Neither crew was in the water over three hours. Thus, as in the case of so much astronaut training, the information has never really been needed, but it nonetheless was prudent to try to prepare people for as many variations upon the expected theme as possible."
"Highlight (Yellow)","Location 1620","","I think this has been one of NASA’s great strengths in the conduct of the Gemini, and, even more so, the Apollo series. Large groups of capable men have sat for years around conference tables with engineering schematic drawings and asked themselves, “What happens if?” In some few cases the answer is simply “Tough,” there is no out, no solution, no alternate course. But these are few and far between."
"Highlight (Yellow)","Location 1645","","strictly from a personal point of view, there is a good deal of satisfaction to be derived from these “feel so good when they stop” situations."
"Highlight (Yellow)","Location 1646","","One cannot really appreciate being chigger-free without first sampling chiggers. Living in temperature-controlled, water-tight enclosures, with food and drink instantly available, causes us to forget—or worse yet, never to know—the pleasure of simply feeling warm and dry and full."
"Highlight (Yellow)","Location 1669","","As Deke Slayton delicately put it in a memo: “… Nothing engenders hatred more rapidly than having an astronaut appear at the Podunk Center Elks Club on his own after having officially turned down the local congressman’s request for a Chamber of Commerce or Rotary Club dinner. The message is: No astronaut has authority to accept speaking engagements or public appearances … without approval from higher authority. When in doubt, call…”"
"Highlight (Yellow)","Location 1699","","Rule 2 is to stop worrying about what you say, it really doesn’t matter. This rule applies especially when talking to the press out in the hustings. I always had a secret fear, especially in the early days, that the shallowness of my technical knowledge would be exposed. “Tell me, Astronaut Collins, what will be the eccentric anomaly of that orbit, to three decimal places?” in sonorous tones. “I’m sorry, sir, I don’t know,” in a small piping reply. This reverse Mittyism is ridiculous—all the guy wants is some little thing that will make both of you look good, and if you’re misquoted, who reads the West Wissioming Daily Astonisher, anyway?"
"Highlight (Yellow)","Location 1703","","Rule 3 is don’t blow your cool. I used to get angry at being shoved, or asked to sign fourteen autographs by one lady who pushed in front of a nice kid who had been waiting patiently for one, or at seeing the schedule slip further and further behind. Don’t bother. Detach yourself. Repeat a favorite Omar Khayyam quatrain over and over. I suggest “The moving finger writes…” Pretend you are not down on the ballroom floor, surrounded, but are up on a chandelier, swinging gently, looking down at the bizarre scene below with detached amusement."
"Highlight (Yellow)","Location 1731","","finally, after much bombast, Bryan was allowed to proceed. When it was all over, two old farmers assessed the situation. “He were really sumpin’, weren’t he?” “Yes, sir, and that feller what came after weren’t no slouch either.” While my introducer was droning away, interrupted only by periodic squeals from the PA system, I felt a persistent pulling at my pant leg. I didn’t want to kick a Boy Scout in the head,"
"Highlight (Yellow)","Location 1746","","Since most of us had been involved, as test pilots, in seeing new machines grow from drawing board to flight line, hopefully we would be able to transfer our knowledge to this new realm, to look with jaundiced eye at what the theoreticians had put together, to call upon the strong points of some similar programs and to avoid the pitfalls of others. This at least was the theory, and I think it worked well."
"Highlight (Yellow)","Location 1752","","and I had indicated a desire to work on the development of the pressure suit, or space suit, as the public calls it."
"Highlight (Yellow)","Location 1757","","to really understand guidance and navigation, one must dig into its attendant mathematical base, and this jungle is full of ominous creatures with names like vector and tensor.1 Therefore, I was pleased when Al issued a memo announcing our assignments: Buzz Aldrin—mission planning Bill Anders—ECS, radiation and thermal Charlie Bassett—training and simulators, operations handbooks Al Bean—recovery systems Gene Cernan—spacecraft propulsion and Agena Roger Chaffee—communications, DSIF Mike Collins—pressure suits and EVA Walt Cunningham—electrical and sequential, non-flight experiments Donn Eisele—attitude and translation controls Ted Freeman—boosters Dick Gordon—cockpit integration Rusty Schweickart—future programs and in-flight experiments Dave Scott—guidance and navigation (G&N) C. C. Williams—range operations and crew safety"
"Highlight (Yellow)","Location 1779","","Buzz Aldrin—mission planning This involved going to an interminable series of meetings at MSC, attempting to define how many flights would be required to get to the moon and how they should be organized for maximum efficiency. The rendezvous problem was probably the biggest single unknown from the crew point of view, and there were almost endless variations in technique for bringing two vehicles together in earth or lunar orbit. Should the interceptor approach from above or below, in dazzling sunlight or in inky black, at a great overtaking speed or very slowly? These were not philosophical questions, but practical ones which by proper analysis could be converted into gallons of fuel remaining, or mathematical formulae describing probability of success."
"Highlight (Yellow)","Location 1790","","It was a sensible use of Buzz’s education, which included a doctoral dissertation on orbital rendezvous."
"Highlight (Yellow)","Location 1791","","Bill Anders—ECS, radiation and thermal ECS stands for environmental control system, alias the plumber’s delight. A baffling array of pipes, tanks, valves, connectors, switches, filters, heaters, fans, sensors, etc., whose details almost obscured its central purpose, that of providing an environment of 100 percent oxygen at a pressure of five pounds per square inch (to prevent body fluids from boiling in the vacuum of space). Temperature and humidity limits also had to be controlled, so that the crew could not only breathe but live comfortably for the fourteen days or so they would be up. The system also had to cope with the carbon dioxide which humans exhale, and arrange for potable water to be stored or produced."
"Highlight (Yellow)","Location 1796","","While the ECS determined the environment within, and was a hardware design problem, radiation and thermal refer to the outside environment and are less concerned with hardware than with limitations on its use. The Apollo command and service module (CSM), for instance, has severe thermal constraints. By that I mean, if you hold the CSM steady in any one position in space for a long time, the up-sun side gets too hot and the down-sun side too cold. Fluids within start boiling and freezing, and all kinds of bad things happen."
"Highlight (Yellow)","Location 1807","","In many cases it is more difficult to simulate something than it is to do it, and in some ways it was more difficult to get the simulators “flying” than the real McCoys which followed a couple of years later. In this kind of situation, it is vital to have someone with balanced judgment, who has flown a variety of new machines, to say, “Yes, we must have this effect” or “No, we can get by without that one.”"
"Highlight (Yellow)","Location 1820","","Gene Cernan—spacecraft propulsion and Agena Agena was the auxiliary engine which was launched unmanned and whose power was later used by a Gemini which had docked with it to push the two vehicles together into a higher orbit than would have been possible using Gemini’s energy alone."
"Highlight (Yellow)","Location 1826","","Gene’s master’s degree in aeronautical engineering concentrated on rocket-engine technology, which made him especially well suited to the job."
"Highlight (Yellow)","Location 1827","","Roger Chaffee—communications, DSIF DSIF stands for deep space instrumentation facility. The DSIF consisted of tracking stations around the world,"
"Highlight (Yellow)","Location 1830","","As early as 1963, the DSIF had bounced radar signals off the planet Mercury, over 60 million miles away, so we weren’t too concerned about its power, but its accuracy was of vital concern to those of us who would be navigating with its help. On board the spacecraft, communications consisted of a wide array of transmitters and receivers, covering various portions of the energy spectrum from low frequency to the superduper high-frequency range called S-band."
"Highlight (Yellow)","Location 1846","","The electrical system is only slightly less boring; at least it includes the fuel cells, which miraculously generate electrical power by combining oxygen and hydrogen, getting water as a by-product. It’s the opposite of the old high-school science experiment, wherein an electrical current is passed through water (H2O), causing it to separate into a bell jar of H and a bell jar of O."
"Highlight (Yellow)","Location 1852","","Donn Eisele—attitude and translation controls"
"Highlight (Yellow)","Location 1855","","Attitude really means which way something is pointed. Up, down, toward the sun, or what? Remember doing an aileron roll in a T-38 a couple of chapters ago? If done properly, this roll would result in no change in pitch or yaw attitude (the nose would stay fixed on a point), but the craft would change 360 degrees in roll attitude. Translation, on the other hand, means moving through space, be it up or down, left or right. If you throw this book against the far wall, and I wouldn’t blame you at this stage, you would have caused it to translate laterally or longitudinally (however you define it) that distance, and then translate vertically down to the floor. Inside a spacecraft, one flies with both hands. The left grasps a translational hand controller, the right an attitude hand controller. Between the two, all maneuvers are possible."
"Highlight (Yellow)","Location 1872","","can arrange the switches in such a fashion that when he removes his hand from the right-hand stick he commands a zero rate, and the spacecraft will stay fixed in inertial space, gyro-stabilized, firing its thrusters as necessary to continue pointing in exactly the same direction, within the limits of the selected dead band. If the switches are not so selected, the unattended spacecraft will wander off and point wherever the laws of physics say it should. The first scheme is better for control, but at the expense of fuel consumption;"
"Highlight (Yellow)","Location 1879","","Ted Freeman—boosters Boosters have several aliases: launch vehicles, rockets, missiles."
"Highlight (Yellow)","Location 1882","","historically they are of supreme importance because without them there would be no space age. Tsiolkovsky, Goddard, Von Braun—these chaps never dreamed about simulators or recovery systems or mission planning, but about the raw rocket power which would be required to put men into orbit, onto the moon, out beyond Jupiter, or wherever. In my own view, the pendulum has swung; rockets are about as interesting as the powder which propels a bullet. To be fascinated by them is to prove McLuhan’s point that the medium is the message, or perhaps it is a more Freudian thing."
"Highlight (Yellow)","Location 1887","","The boundaries of leaving or staying are generally defined by two sets of limits: if it wanders off past a certain angle, which might cause you to point in the wrong direction, or if it changes direction at an unacceptable rate, indicating a predilection to tumble ass over tea kettle. So maximum angles and rates are analyzed and memorized by the crew, which generally has time to respond to such excursions. On the other hand, if the thing blows up, it usually does so with an instantaneous finality which makes crew action futile."
"Highlight (Yellow)","Location 1935","","Heart of the Apollo system is a lump of metal slightly larger than a basketball, called the inertial measuring unit, or IMU. The IMU contains three gyroscopes mounted at right angles to each other and connected to the spacecraft by gimbals. When the gyroscopes are spinning at full speed, they keep the IMU pointed in one direction (“fixed in inertial space”). Think of it as a “stable table” around which the spacecraft turns. Now if we knew which way the IMU was pointed, in comparison to the stars for example, then we could measure which way the spacecraft was pointed, relative to the same stars, by measuring the angles between the spacecraft axes and the IMU axes. These three angles (pitch, yaw, and roll gimbal angles) tell you which way you are pointed, relative to the stars, which are fixed in inertial space. Gyroscopes precess, or wander off, so the IMU must be restored to precise stellar alignment periodically by the astronaut, who selects two stars, peers at them through a telescope or sextant, superimposes cross hairs on them (one at a time, of course), and then pushes a button at the instant of perfect alignment. He then tells his computer which two stars (by pre-stored numbers or celestial coordinates) he has selected. Then the IMU is torqued around to its correct new alignment. All this keeps your attitude information up to date, but does not help in telling you where you are, only which way you are pointed."
"Highlight (Yellow)","Location 1946","","The where part comes from a mathematical thing called a state vector, which is stored in your computer. A state vector has seven parts: three tell you position, three velocity, and one time. Position is expressed by three components (x, y, and z) of distance from a reference point, while velocity (ẋ, ẏ, and ż) is the rate of change of those three distances. Time (t), of course, pinpoints the time at which you were at any one spot (x, y, z) heading which way (ẋ, ẏ, ż). The computer knows where it was when it started (Launch Pad 39 at Cape Kennedy) and keeps book on all subsequent travel. During times of engine firing, accelerometers are turned on to record changes in velocity, but in coasting flight the computer keeps book by an involved mathematical computation of the gravitational pull exerted by sun, earth, and moon upon the spacecraft. As time goes by, the state vector loses accuracy and it must be updated, either by the ground computers, which can radio a new state vector up to the spacecraft, or by the astronauts, who can measure the angle between a selected star and the earth or moon horizon. If we want to change course, it’s as simple as ABC. We just get Roger Chaffee’s tracking network to send up a state vector and a couple of other things to Dave Scott’s computer, which feeds pointing commands through Dick Gordon’s instrument panel to Donn Eisele’s controls, which cause Walt Cunningham’s electricity to power Gene Cernan’s engines, which fire, to get us out of Bill Anders’s radiation zone into the position called for by Buzz Aldrin’s flight plan. The rest of you guys must be loafing!"
"Highlight (Yellow)","Location 1981","","I could get a lot done in Houston, working with NASA engineers in the crew systems division, but most of the serious design reviews and equipment inspections took place at the contractors’ plants, which meant my old T-33 was kept busy jumping from Connecticut to California to Delaware to Texas to Massachusetts, trying to keep up with developments. And developments were not all rosy, especially in the Apollo suit department. In the first place, there is a kind of love-hate relationship between an astronaut and his pressure suit. Love because it is an intimate garment protecting him twenty-four hours a day, hate because it can be extremely uncomfortable and cumbersome."
"Highlight (Yellow)","Location 2008","","it is necessary to explain what a pressure suit is designed to do, and why that is so difficult. First and foremost, it must be airtight, so that it can be pumped up (“pressurized”) to protect the astronaut from the vacuum of space. Without gas pressure around him, he would have nothing to breathe, and even if you solved this by giving him an oxygen mask, he would still die quickly because the fluids inside his body would vaporize—his blood would literally bubble. So we must begin with a gas bag which can be pressurized to around 3.7 pounds per square inch, which is about what you need if you use 100 percent oxygen as we did.6 The gas bag, or bladder as it was called, was made of thin neoprene rubber, contoured to fit the body. The bladder material was soft and pliable, moving easily with the astronaut, provided the suit was not pressurized. When it was pumped up to 3.7 psi, it was a different matter. The next time you stop by your neighborhood filling station, watch them pump up an inner tube. It comes out of its box soft and floppy, but as the air pressure inside it increases, it becomes a fairly rigid doughnut. Same thing with a pressure suit bladder, even though we are only pumping to 3.7 psi instead of the inner tube’s higher pressure. To prevent ballooning of the inner tube, it is restrained inside a relatively inflexible tire casing; in similar fashion, a pressure suit bladder is contained by a “restraint layer.” Here is where black magic enters the rational world of design. The restraint system must allow the pressurized suit to bend as the astronaut bends, twist as he twists, and in general act as a tough extra layer of skin. It’s not too difficult to design a flexible joint for a knee which only moves back and forth in the same plane, but how about a shoulder joint? It is capable of incredibly complex motions, and the suit must be able to follow them all, without undue effort by its occupant, without leaking, without changing shape, without zinging back to some awkward position the instant the astronaut relaxes."
"Highlight (Yellow)","Location 2048","","If things seem to be getting complicated, remember that all we have done so far is to allow a man to operate in a vacuum. Now we must add the other hazards of that vacuum: the blinding energy of the sun, the subfreezing temperature of any object shielded from the sun, and the possible penetration of the suit by tiny projectiles called micrometeorites. Fortunately, heat, cold, and micrometeorites could all have a common solution—a thick cover layer which would be a superb thermal insulator and an adequate shield against high-velocity impacts. The thermal part of the problem was straightforward in that we had definite design inputs: the temperature in darkness was expected to be—250 degrees F, in direct sunlight +250 degrees F, and at the bottom of a lunar crater + 310 degrees F. Hence the thermal limits of the Gemini cover layer (−250 degrees F to +250 degrees F) and the Apollo cover layer (−250 degrees F to +310 degrees F) were well defined; it was simply a search for the most efficient materials, which turned out to be multiple layers of thin Mylar. The micrometeorite problem was different. Micrometeorites are the sharks of outer space: normally absent, usually harmless when present, but on rare occasions terribly destructive."
"Highlight (Yellow)","Location 2058","","Our mathematical model showed very simply that if you stayed out in space a long time, your chances were excellent of getting hit by a small micrometeorite and poor of getting hit by a large one. In this kind of situation it is impossible to design 100 percent protection; common sense must take over. Since Mylar was not a good energy absorber, we added one layer of a felt-like material, which in conjunction with a tough nylon outer covering gave us good protection against the small, dust-like particles which make up the vast majority of the micrometeorite flux. At first we did not know how to package this thermal and micrometeorite protection. We tried overcoats and capes and other schemes, and finally decided to build the protection directly into the suit cover layer."
"Highlight (Yellow)","Location 2115","","Flying in space turned out to be easier than flying in the zero-G airplane. It was also a lot more pleasant. The zero-G airplane was a converted Air Force KC-135 (essentially a Boeing 707) which had had all the seats removed from the cabin and the interior padded. It reminded me strongly of a padded cell. The airplane usually flew out of Wright-Patterson AFB in Dayton, Ohio, although it could be summoned on special occasions to Houston or the Cape. It could imitate weightlessness for slightly over twenty seconds at a crack by flying parabolic arcs. The pilots would dive it down steeply, pull up fairly sharply (2 or 3 Gs), and then push the airplane over the top at exactly the right rate to keep our bodies suspended between ceiling and floor in the aft cabin. At least that was the theory. In practice, even the smoothest pilot wiggled a little bit, and we tended to bang around in the back."
"Highlight (Yellow)","Location 2124","","The climax of the flight was a carefully staged act featuring Ernie Volgenau, one of our instructors. A collegiate wrestling champion, Ernie looked exactly like Clark Kent, and his wife had sewn—especially for this occasion—a Superman suit for him to wear. It was made out of long-john underwear dyed sky blue, with brief red shorts over it, the great Superman S insignia on the chest, and a long flowing cape. Two of the biggest, fattest students (since they would weigh nothing, it didn’t matter) were picked to be “criminals,” and as soon as the pilot got us all weightless on the next parabola, Ernie uttered a scream of triumph, picked up one crook with each hand, examined them with disgust as he held them at arms’ length, then knocked their terrified heads together, and hurled them the length of the fuselage! Talk about high camp, and all of it recorded for posterity by movie cameras."
"Highlight (Yellow)","Location 2135","","people would always get sick and throw up, usually right at the beginning of each flight. There is something very unsettling, even for experienced aviators, about repeating forty or fifty parabolas, the body alternating constantly between zero and 2 Gs. A typical planeload included cameramen, engineers, and various supporting personnel—most of whom were not accustomed to this kind of thing and who were almost sure bets to throw up within the first half dozen parabolas. That didn’t help. Some astronauts threw up. I never quite did, but I was close enough at times to be utterly miserable. I found that it helped to minimize my head movements, but frequently that was impossible as we thrashed about trying to retrieve make-believe micrometeorite packages from make-believe Agenas, or whatever the task of the day was. The strange thing about the zero-G airplane was that instead of becoming acclimated to it, my tolerance seemed to decrease. Toward the end of my Gemini career, one had only to say “KC-135” to make me feel quite queasy. Thank God, we didn’t use it much for Apollo crew training."
"Highlight (Yellow)","Location 2166","","After these episodes I considered going to Deke, confessing all, and leaving the program. But of course, I didn’t, because I wanted desperately to stay, and because I felt I could talk myself out of this ridiculous condition. After all, I had worn pressure suits on a dozen occasions at Edwards, including the F-104 zoom flights, and had never had the slightest tendency to feel trapped inside them. Furthermore, the claustrophobia, or whatever, was an infrequent visitor, and I could sail through most tests with no difficulty. Granted it would take only one such incident in flight to put me and my fellow crew members in grave peril, but on the other hand, on about half the planned flights the pressure suit would not be used at all, except in the highly unlikely event of cabin pressure failure. Somehow I could, I would, overcome this absurd impediment to flying in space. As time went by, things got better. I learned to request maximum cooling flow at the beginning of a test sequence, even if it meant I half froze. I also learned to concentrate on my breathing, and could convince myself that all was well, that I really was getting enough to breathe. Finally, as I got to know the equipment better, and as the really tough tasks were re-engineered to make them simpler, I found fewer and fewer occasions when I would be gasping for breath. I never did discuss the matter with anyone, so I don’t know whether I alone had the problem, but I must say I’ve never seen or heard of another claustrophobic astronaut. I must also say that my own love-hate relationship for my pressure suits is more strongly developed because of all this. I did have a highly successful space walk on Gemini 10, wearing pressure suit number G-4C-36. It was a beautiful suit, with special modifications to give me extra visibility and mobility; it fit perfectly, and I felt very much at home in it. Its paper-thin bladder, glued together with consummate care by some nice ladies in Worcester, was all that kept my 3.7 psi oxygen from escaping into the zero psi infinity surrounding me as I dangled from the end of my fifty-foot tether. For G-4C-36 I felt as close to love as one can feel for metal, fabric, and rubber; but when I think generically of pressure suits, I think, Ugh, nasty little coffins. I’d be pleased never to get inside one again."
"Highlight (Yellow)","Location 2279","","When the fighter pilot “pulls positive Gs,” as he calls it when he pulls out of a dive, that is “eyeballs down” in astronaut parlance. A pilot’s “negative G” is “eyeballs up.” Too many positive Gs and the blood cannot reach your brain and you “black out.” Too many negative Gs and too much blood is forced into your brain and you “red out,” a much more hazardous condition. The astronaut works at 90 degrees to all this. Unlike a pilot’s seat, his couch is oriented in such a way that all his Gs are transverse, or “eyeballs in.” While “eyeballs in” can hurt your chest and impair your breathing, you can endure much higher levels without losing vision or consciousness."
"Highlight (Yellow)","Location 2295","","On Apollo 17, for example, Gene Cernan spent seven and a half hours covering some twelve miles, statistics which would simply not have been believable in 1965. At that time, some astronauts were even suggesting that development of the back pack be abandoned, that instead we should simply plan to work with umbilical lines from the LM, which would have limited our radius of action to fifty feet or so. The reasoning behind this was that the back packs were becoming larger, heavier, and more complex; that they were making a small cockpit even more crowded; that they would never be as reliable as umbilicals; that their weight meant less fuel could be carried (and the fuel budget was very tight); and that all we needed from the moon was a few rocks, anyway. My own opinion was that we should continue working on the fancy gear and postpone decisions on its use until we saw how it developed. The fact that this was also an expensive course to follow did not worry me a bit. One nice thing about Apollo was that no one ever told us we were running the price up too high."
"Highlight (Yellow)","Location 2316","","the Molly Brown plopped into the Atlantic some sixty miles short of target after three hectic orbits. Gus had time to change orbits three times by firing his thrusters (a necessary prelude to rendezvous), and John had time to run through a variety of subsystem tests. He also managed to eat a corned-beef sandwich which Wally Schirra had caused to be placed in his pressure suit pocket—a fact unknown to NASA, which reacted somewhat hysterically. The medics claimed that somehow that sandwich had negated the flight’s medical protocol, while the engineers claimed that crumbs from it could easily have invaded the guts of the machinery with catastrophic effect. Some members of Congress became apoplectic, charging NASA with having lost all control of the astronaut group. I think most of us could have strangled Wally for bringing a tornado of upper-echelon attention down on us because of something as trivial as a corned-beef sandwich. Deke was even moved to write us all a memo: “… the attempt … to bootleg any item on board not approved by me will result in appropriate disciplinary action. In addition to jeopardizing your personal careers, it must be recognized that seemingly insignificant items can and have affected the prerogatives of follow-on crews. Witnes [sic] this memorandum.” It was also about this time that the practice of naming spacecraft was directed to cease,2 a disappointment to Jim McDivitt and Ed White, who wanted to name their upcoming Gemini 4 American Eagle."
