"Your Kindle Notes For:",,,
"EXTRATERRESTRIAL: THE FIRST SIGN OF INTELLIGENT LIFE BEYOND EARTH",,,
"by Avi Loeb",,,
"Free Kindle instant preview:",,,
"https://a.co/cDESwjU",,,
----------------------------------------------,,,
,,,
"Annotation Type","Location","Starred?","Annotation"
"Highlight (Yellow)","Page 60","","After several months of extensive discussions, they decided to publicly announce the Starshot Initiative at the observatory atop One World Trade Center in New York City on April 12, 2016. This was Yuri’s Night, a commemoration of the launch of the first human into space, Yuri Gagarin, on April 12, 1961. There, on the stage with Yuri Milner, I was joined by Freeman Dyson and Stephen Hawking. The historic vision presented by the panel was recorded by TV crews and broadcast all over the world."
"Note","Page 60","","StarShot announce at WorldTrade1…  starting@5:14-9:54 https://www.youtube.com/watch?v=c7VPHGjT8A4  StarChip: gram scale wafter w/camera, photo thrusters, communication and nav equipment (microfabrication)  LightSail: nanotech sail (nanotechnology)  The laser wind… facilitated by advances in photonics (scaled to 100GigaWatt level).  Over a few min… it can accelerate 100m mph or 20% of lightspeed. 1k x faster than today’s spacecraft (1m x faster than car on highway)  More here: https://breakthroughinitiatives.org/initiative/3 1st craft ‘could’ launch by 2036…   "
"Highlight (Yellow)","Page 61","","Just seventeen months after that presentation, ‘Oumuamua was discovered by the telescopes of Pan-STARRS."
"Highlight (Yellow)","Page 61","","the first three of ‘Oumuamua’s identified anomalies—its unusual orbit without a tail, its extreme shape, and its luminosity—make"
"Highlight (Yellow)","Page 61","","Those three traits—orbit, shape, and reflectivity—do not exhaust ‘Oumuamua’s weirdness, as we know."
"Highlight (Yellow)","Page 64","","When I proposed that Bialy and I explain ‘Oumuamua’s deviation by way of sunlight, I was following the same scientific tenet I had always followed—a hypothesis that satisfied all the data ought to be considered. Bialy checked the numbers and his excitement grew; the idea I had proposed looked like a viable possibility. This led to a new question: What would we need to assume about ‘Oumuamua’s size and composition to explain its deviation? The key question was how thin ‘Oumuamua had to be in order to possess the extreme area-to-volume ratio that accounted for its excess acceleration. We determined that ‘Oumuamua needed to be less than a millimeter thick for the force of sunlight to be effective."
"Highlight (Yellow)","Page 65","","must have been designed, built, and launched by an extraterrestrial intelligence."
"Highlight (Yellow)","Page 65","","The lightsail inference may seem outlandish, but getting to it did not require any wild leaps. Shmuel and I went down a logical path. We followed the evidence, and, in the grand tradition of the detective work of science, we hewed closely to a maxim of Sherlock Holmes: “When you have eliminated the impossible, whatever remains, however improbable, must be the truth.” Hence our hypothesis: ‘Oumuamua was artificial. We laid out these ideas in a paper titled “Could Solar Radiation Pressure Explain ‘Oumuamua’s Peculiar Acceleration?”"
"Note","Page 66","","The paper ‘Could Solar Radiation Pressure Explain Oumuamua’s Peculiar Acceleration?   https://arxiv.org/pdf/1810.11490.pdf   "
"Highlight (Yellow)","Page 67","","“A quarter of all stars host a planet the size and surface temperature of the Earth,” I said into the camera. “It would be arrogant to think we are alone.”"
"Highlight (Yellow)","Page 68","","Just a year earlier, following reports of an anomaly having to do with hydrogen atoms (which had been found to be colder than expected in the early universe), I published a paper with another Harvard postdoc, Julian Munoz, showing that if the dark matter was made of particles that possessed a tiny electric charge, they would cool the cosmic hydrogen and account for the reported anomaly."
"Highlight (Yellow)","Page 69","","What questions arise and what new avenues for pursuing answers suggest themselves when we entertain possibilities that are counter to our governing presumptions but align with the data we have?"
"Highlight (Yellow)","Page 70","","‘Oumuamua’s data carefully and found that only highly exotic explanations could account for the object’s anomalous behavior. To explain all the known facts, they were forced to imagine ‘Oumuamua was a fluffy object composed of material a hundred times more rarefied than air or that it was a comet composed of solid hydrogen ice. Scientists had to offer up “never seen before” options to explain Oumuamua’s proven peculiarities."
"Highlight (Yellow)","Page 70","","The questions that the lightsail hypothesis raises, moreover, are intriguing. If we suppose that ‘Oumuamua is an exceedingly rare comet composed of frozen pure hydrogen, most of our questions dead-end. The same is true if we imagine it as a fluffy cloud of dust with sufficient internal integrity to hold together but still lightweight enough to be pushed by sunlight."
"Highlight (Yellow)","Page 70","","I was accused of seeing lightsails wherever I looked. After all, my involvement in the Starshot Initiative had been announced just two years earlier and our stated goal was to send electronic chips to the nearest star by harnessing the power of lightsail technology. The interviewer for the German newspaper Der Spiegel put it with admirable bluntness: “According to a proverb, whoever has only a hammer will see nothing but nails.”"
"Highlight (Yellow)","Page 73","","One of my favorite activities is walking along the beach searching for seashells worth collecting. It is a pastime I indulge in while I’m on vacation, when I get to pick a beloved stretch of sand to stroll and study and I have the free time to do it."
"Highlight (Yellow)","Page 74","","The more there is of something, the more likely it is you will encounter it."
"Highlight (Yellow)","Page 74","","Let’s suppose that, rather than a plastic bottle, ‘Oumuamua was a seashell. An exotic seashell, certainly, but still a naturally occurring seashell. This line of reasoning has attracted the vast majority of scientists"
"Highlight (Yellow)","Page 76","","In 2018, a small group of scientists revisited the question of the abundance of ‘Oumuamua-like rocks in interstellar space. While studying the ability of Pan-STARRS to detect objects similar to ‘Oumuamua, they reached some general conclusions. Among them was the broadly agreed-upon insight that “many aspects of ‘Oumuamua are both intriguing and troubling.” But they also found that the number per unit volume of interstellar material necessary to have ‘Oumuamua be a random rock requires “mass ejection rates” that far exceed expectations, up to a quadrillion (1015)"
"Highlight (Yellow)","Page 77","","The rough analogy of seashells helps; you need a great many seashells in the sea to make discovering an intact one on a beach probable. The same applies to a naturally occurring ‘Oumuamua arriving in our solar system. For it to be a randomly encountered object, we need a lot of such objects in the universe, and to get at that density, we need objects released from both planet formation and Oort clouds. Of course, we have already established that ‘Oumuamua wasn’t icy. (No outgassing, no ice.) So a naturally occurring ‘Oumuamua is very unlikely to have come from an Oort cloud. In short, if ‘Oumuamua was a natural object, it had to have been generated by planet formation. It also has to belong to an unknown class of objects generated by planet formation"
"Highlight (Yellow)","Page 79","","When I met my wife and realized how special she was, I married her. The many people I have encountered since then do not take away from her unique qualities; they only add to my sense of wonder at how rare she is."
"Highlight (Yellow)","Page 79","","All the stars in the vicinity of the Sun are moving relative to one another. The average of their motions is called the local standard of rest. Amid the motion of all these stars, an object at the local standard of rest, or LSR, is comparatively still. And it is a comparatively rare occurrence."
"Highlight (Yellow)","Page 80","","Sky path of ‘Oumuamua as seen from Earth, with the stages of the object’s progress labeled by date. The relative size of each circle gives a schematic sense of the changing distance of ‘Oumuamua along its apparent trajectory. Also shown is the direction of motion of the Sun in the local standard of rest, or LSR (the direction just left of the label “solar apex”). The fact that the object starts from that direction and gets close to us implies that it was initially in the LSR. Between September 2 and October 22, 2017, ‘Oumuamua’s trajectory moved from the local standard of rest to south of the ecliptic plane of the solar system (marked by the thin line)."
"Highlight (Yellow)","Page 80","","‘Oumuamua was occupying the LSR. Or at least, it was before it accelerated."
"Highlight (Yellow)","Page 83","","Our own solar system’s trillion-comet Oort cloud is a case in point. Its icy shell is 100,000 astronomical units (AUs) distant from the Sun (each AU is the distance from the Earth to the Sun, or roughly 93 million miles). The Sun’s gravitational hold on the material making up the Oort cloud is far weaker than its hold on, say, the Earth. Way out there, a mild nudge of less than 2,200 miles per hour—what an encounter with a passing star might provide, for example—could be enough to send an object on its interstellar way."
"Highlight (Yellow)","Page 84","","The hypothesis that intelligent extraterrestrials designed ‘Oumuamua to be at LSR raises the obvious question: Why would they bother? I can imagine any number of reasons. Perhaps they wanted to set up the interstellar equivalent of a stop sign. Or maybe it was more like a lighthouse—or, more simply, a signpost or navigation marker. A vast network of such buoys could act as a communication grid. Or it could be used as a trip wire, an alert system triggered when one of them was knocked out of LSR. In that spirit, perhaps its creators wanted to disguise its—and their—spatial origins. Putting an object at LSR effectively camouflages who put it there. Why? Because math and a little knowledge of an object’s trajectory is sufficient to trace that object’s origins back to a launchpad; doing that is one of the primary purposes of the North American Aerospace Defense Command (NORAD). Consider as well that any intelligence with a grasp of math and a good map of the universe could trace back to Earth any of the interstellar ships we’ve launched from our planet’s surface. That all of these analogies are terrestrial isn’t just a reflection of the fact that so is this book’s author. That human civilization has built buoys, grids of communication satellites, and early-warning detection systems tells us that it is probable other civilizations might do the same thing. What is more, these conjectures are plausible for the simple reason that any one of them is an outcome that humanity could engineer, build, and launch if we wished to. Our reasons needn’t even be interstellar."
"Highlight (Yellow)","Page 85","","A buoy. A grid of pods for communication. Signposts that an extraterrestrial civilization could navigate by. Launch bases for probes. Other intelligent living organisms’ defunct technology or discarded technological trash. These all are plausible explanations for the ‘Oumuamua mystery—plausible because here on Earth, humanity is already doing these things, albeit on a far more limited scale, and we would certainly consider replicating them if and when we explore out into interstellar space. What renders these hypotheses implausible is the inability to conjecture an extraterrestrial intelligence. Foreclose that possibility, and you moot all such explanations. Refuse to look through the telescope and it matters little if it does or doesn’t show any compelling evidence."
"Highlight (Yellow)","Page 85","","‘Oumuamua was a luminous, thin disk at the LSR, and when it encountered the gravitational pull of the Sun, it deviated from a trajectory explicable by gravity alone, and it did so without visible outgassing or disintegration. These data points can be summed up as follows: ‘Oumuamua was statistically a wild outlier. Using very conservative probabilities, based on its shape, rotation, and luminosity alone, a cometary ‘Oumuamua would be a one-in-a-million naturally occurring object."
"Highlight (Yellow)","Page 86","","remember, that ‘Oumuamua’s spin rate didn’t change. Maybe just one in every thousand comets keeps a steady spin despite the significant mass loss implied by ‘Oumuamua’s nongravitational acceleration. If ‘Oumuamua was one of those rare comets, we’re now talking about a one-in-a-billion object."
"Highlight (Yellow)","Page 86","","They were what led me to suggest to Shmuel Bialy that we search for another, more plausible hypothesis. And we could come up with just one that made sense for the nongravitational acceleration: ‘Oumuamua’s weirdly steady push was provided by sunlight. This was fully consistent with an important clue. The excess force acting on ‘Oumuamua that caused it to deviate, observers noted, seemingly declined inversely with the square of its distance from the Sun, as one would expect if that force was provided by reflected sunlight. But solar radiation pressure isn’t very powerful. If it were indeed responsible, we calculated, then ‘Oumuamua had to be less than a millimeter thick and at least twenty meters wide. (The diameter depends on the object’s reflectivity, which is unknown. If ‘Oumuamua were a perfect reflector, bouncing back 100 percent of the sunlight that hit it, in this super-thin scenario it would be twenty meters across.)"
"Highlight (Yellow)","Page 89","","Are we alone? This question is among the most fundamental humanity confronts. The moment we have a conclusive answer, negative or positive, is the moment we face profound realizations."
"Highlight (Yellow)","Page 89","","there are few cosmological questions of equal importance. To be sure, it would be transformative to learn what preceded the Big Bang, where the matter sucked into a black hole goes, or what theoretical insights finally square relativity with quantum physics."
"Highlight (Yellow)","Page 90","","The paper was an immediate sensation, heralding the birth of SETI and establishing the rationale for all subsequent searches for extraterrestrial intelligence with its concluding sentence: “The probability of success is difficult to estimate; but if we never search, the chance of success is zero.” For me, it echoes a much older thought, one attributed to Heraclitus of Ephesus: “If you do not expect the unexpected, you will not find it.” Cocconi and Morrison’s paper also brings to mind the old saw about people with nothing but hammers seeing only nails everywhere they look."
"Highlight (Yellow)","Page 91","","Cocconi and Morrison’s paper immediately inspired the astrophysicist Frank Drake, also at Cornell. In 1960 he decided to conduct just the kind of search"
"Highlight (Yellow)","Page 91","","on the updraft of that interest, in early November 1961, Drake participated in an informal conference sponsored by the National Academy of Sciences at the National Radio Astronomy Observatory. It was there that he first articulated the Drake equation, which he used to estimate the number of actively communicating extraterrestrial civilizations."
"Highlight (Yellow)","Page 92","","N = R* × fp × ne × fl × fi × fc × L,   where the terms are defined as: N: the number of species in our galaxy that possess the technology necessary for interstellar communication; R*: the rate of star formation in our galaxy; fp: the fraction of stars with planetary systems; ne: the number of planets in each system with environmental conditions amenable to life; fl: the fraction of planets on which life arises; fi: the fraction of planets on which intelligent life arises; fc: the fraction of intelligent life that develops sufficiently sophisticated technology to take part in interstellar communication; L: the duration of time such intelligent life is able to produce detectable signals."
"Highlight (Yellow)","Page 93","","In 1992, in keeping with the search for N, the U.S. government gave 12.25 million dollars to NASA to initiate a radio astronomy program. The very next year, SETI funding was ended. At the time Congress withdrew its support and the funding, one senator, Richard Bryan of Nevada, declared, “Millions have been spent and we have yet to bag a single little green fellow.” There are few more succinct statements of the ignorance and flawed assumptions that have hampered humanity’s pursuit of the answer to “Are we alone?” The sum spent was paltry, comparatively, and the bar set for evidence of success was absurd. That said, the early SETI researchers rarely helped their own cause. Their near-exclusive focus on seeking radio and optical signals has set unhelpful presumptions, scientific and popular, as to what such exploration looks like and what sorts of projects merit funding. Only recently have we witnessed growing interest in seeking biosignatures, such as oxygen and methane in the atmosphere and large-scale algal blooms in distant oceans, and technosignatures, such as markers of industrial pollutants in planetary atmospheres and localized heat islands that suggest urban settlements."
"Note","Page 95","","Hmmmm."
"Note","Page 97","","Or supersymetry"
"Note","Page 98","","Not exactly what the revered scientists and equations demostrate in the world of physics i gather... thus the precident and example others follow (einstein. Schrodinger)"
"Note","Page 102","","Could write to NdGT..."
"Note","Page 109","","Sherlock"
"Note","Page 133","","If we found these a few 100m light years away, we might anticipate that by now via evolution..."
"Note","Page 133","","BioSigs v TechnoSigs... existing archeologists v futurist astro_archeologists in search of alternate civilizations across much broader timescales"
"Note","Page 134","","At odds with Dysons belief that surface area and mobility suit spread and discovery of intelligent life wrt whete our odds are higher of finding it throughout the universe"
"Note","Page 135","","Abiogenenisis"
"Note","Page 135","","Did abiogenesis happen multiple times... Or did evolution take over after a single or some minimal number of instances"
"Note","Page 138","","So similarlarly... He's Suggesting if we trained tech dev and usage on identifying other solar sails we might just find them and ET life evidence in so doing"
"Note","Page 141","","Havent we i.mlicitly done this and not found such debris on earth... Hmph"
"Note","Page 141","","This doesnt make sense... See prior comment/note. Hes going astray... "
"Note","Page 148","","Explanation of phenomena by purposes served rather than by  causes"
"Note","Page 156","","And both would contain evidence of ethics and atrocity in the name of their belief or lack thereof "
"Note","Page 158","","Alfie"
"Note","Page 162","","intergalactic nonterestrial law..."
"Note","Page 164","","and is this how life arose on earth..."
"Note","Page 181","","Have to be willing to try (some crazy stuff, that before doing may in some cases seem impossible)"
"Note","Page 181","","Occam's razor: the simplest explanation may just be the right one"
