"Your Kindle Notes For:",,,
"SEVENEVES: A NOVEL",,,
"by Neal Stephenson",,,
"Free Kindle instant preview:",,,
"https://a.co/gmtwkPs",,,
----------------------------------------------,,,
,,,
"Annotation Type","Location","Starred?","Annotation"
"Highlight (Yellow)","Location 4044","","“The resources up there are basically infinite. That was true even before the moon blew up. Now it has been busted open like a piñata. All it needs is to be shaped into the right architecture—enclosed habitations that we can fill with air and fertilize with the genetic heritage of the Earth. That’s going to take a while, and we’ll go through some tough times first. It’s going to be tough emotionally when the Hard Rain hits and we have to say goodbye to all that was. And it’s going to be tough afterward when the Arkers have to learn how to work together and make hard choices. By far the biggest challenge humanity has ever faced. But we’ll survive. We’ll use what’s up there to build incubators for Our Heritage to live in, to grow, and to improve on what we brought with us. And eventually the day will come when we return. The Hard Rain won’t last forever. Oh, it’ll last for many lifetimes—as long as human civilization has existed until now. And what it is going to leave behind will be a hot and rocky wasteland. But by that point many generations will have devoted all of their hopes and their creative genius to the problem of remaking the world as well as, or better than, what we see here. We will come back. And that’s the real answer, Enrique. Will we survive? Yeah. It’ll be touch and go, but we will survive. Will we build space habitats? Absolutely. Small ones at first, big ones later. But that’s not the real goal. The real goal will take thousands of years. The real goal is to build Earth again, and build it better.”"
"Highlight (Yellow)","Location 4073","","“Today we’re going to talk about what it means to have a swarm of arklets,” he said. “In normal space, like on Earth, we use three numbers to tell where something is. Left-right, forward-back, up-down. The x, y, and z axes from your high school geometry class. Turns out that this doesn’t work so well in orbit. Up here we need six numbers to fully specify what orbit an object, such as an arklet, happens to be in. Three for position. But another three for velocity. If you’ve got two objects that share the same six numbers, they’re in the same place. Right now, my six numbers are the same as those of this arklet that I’m floating in, and so we’re moving through space together. But if one or more of my numbers changed, you’d see me drifting.”"
"Highlight (Yellow)","Location 4083","","“I can’t drift far, confined as I am to the pressure hull. But you can imagine that if I hadn’t been able to stop—if I’d been out on a space walk—I might have drifted a long way. And what the science of orbital mechanics tells us is that no two objects in orbit can have the same six numbers, except in the special case I just showed you, where I was inside the hollow arklet so that both of our centers of gravity could coincide. An arklet, or any other object, that is off to the port side of Izzy, or to starboard, or to the zenith or nadir side of it, or forward or aft of it, has different numbers by definition. It’s in a different orbit. And so it is going to drift.”"
"Highlight (Yellow)","Location 4089","","If it’s in a higher orbit, it’ll fall behind. If it’s in a lower orbit, it’ll race ahead. If it’s off to one side or the other, it’ll converge, then diverge, on a ninety-three-minute cycle. Only if it’s directly forward, or directly aft, will it maintain the same relative position."
"Highlight (Yellow)","Location 4092","","“The moral of the story? In space, there is no such thing as formation flying. Physics will cause two nearby objects to drift closer together or farther away. If you want to preserve a formation, such as a swarm, you have only two options. Physically connect the arklets together, so that they become one object, or else use the thrusters to correct for the drift.” There was another option, which was to put them in single file, like a train in space, but it didn’t seem very swarmlike and so he left it out of the reckoning for now. Minutes after the video was posted, outraged YouTube commentators would be all over him, pointing out the error and attributing it to dishonesty, incompetence, and/or a conspiracy."
"Highlight (Yellow)","Location 4158","","“Ninety percent of their diet was prairie dogs. Farmers killed almost all of the prairie dogs and so the population of black-footed ferrets crashed to the point where only seven remained. From that breeding stock, it was necessary to bring them back.” “Wow, only seven . . . so inbreeding must have been an issue?” “We speak of heterozygosity,” she said, “which just means the amount of genetic diversity within a species. In general, it’s a good thing. If you have too little of it, then you start to see the sorts of problems that we associate with inbreeding.” “But if the breeding stock is reduced to only seven . . . then that’s all you have to work with, right?” “Not quite. Well, technically yes, I suppose. But by manipulating some of the genes, we can create heterozygosity artificially. As well as getting rid of some of the genetic defects that would otherwise propagate through the whole population.”"
"Highlight (Yellow)","Location 4171","","we’ll be growing algae as a way to generate oxygen."
"Highlight (Yellow)","Location 4179","","stuffed birds and boxed beetles and mounted heads of beasts, gathered by Victorian gentleman-collector types in pith helmets, doing their bit for science on the fringes of the empire. Not scientists as we’d define them today but contributors to the scientific ideal. These things overflowed the museums and Clarence acquired them by the lorry-load, especially after Edwina died and couldn’t forbid it. Anyway, I’m that person now, except that the samples are all digital, and they are all on these things.” She tapped a thumb drive that was floating around her neck on a chain. “Or their rad-hard equivalents.”"
"Highlight (Yellow)","Location 4186","","“‘We can’t send blue whales and sequoias up on the Cloud Ark. And even if we could, we couldn’t keep them alive there. But we can send their DNA, encoded as strings of ones and zeroes.’”"
"Highlight (Yellow)","Location 4192","","we can create a strand of DNA from it, beginning with a few simple precursor chemicals. But the amount of human intervention is still ridiculous.”"
"Highlight (Yellow)","Location 4252","","the fact was that an arklet docked to the end of a truss far off to the port or the starboard wing of Izzy was not in a proper orbit at all. Left to its own devices—free, that is, of the constraints imposed, and the forces exerted, by the truss—it would converge on Izzy, cross through Izzy’s orbit, diverge from it, turn around, and converge again, on the same ninety-three-minute cycle that clocked Izzy’s orbits around the Earth. An arklet mounted “above” Izzy on the zenith would want to go “slower” and lag behind; one mounted “below” on the nadir would want to race ahead. To the extent that the truss structure prevented those things from happening—to the extent, in other words, that it succeeded in its basic function of holding all the modules and arklets in a fixed configuration—it was undergoing stress, exerting forces on those arklets to prevent them from doing what they wanted to do. Humans in those arklets would notice themselves drifting and bumping into the walls as their natural trajectories, as ordained by Sir Isaac Newton, were perturbed by the structure of Izzy. The larger Izzy grew, and the more arklets and modules were connected to her, the greater those forces became, and the closer she came to breaking."
"Note","Location 4261","","Their center of gravity was different despite being connected"
"Highlight (Yellow)","Location 4263","","The space station’s original orbit had been carefully chosen. Any lower, and the thicker air would make the orbit decay too fast. Any higher, and the danger from micrometeoroids would increase."
"Note","Location 4264","","When earth no longer has atmosphere it could be closer/lower"
"Highlight (Yellow)","Location 4266","","Her orbital altitude of four hundred kilometers was a Goldilocks compromise between “too much orbital decay for Izzy” and “enough orbital decay to sweep the sky of dangerous rocks.”"
"Highlight (Yellow)","Location 4267","","The attachment of Amalthea to Izzy’s forward end a few years ago had changed all of that for the better. Orbital decay was less of a problem because of the rock’s high ballistic coefficient, and micrometeoroids tended to get stopped by the massive nickel-iron cowcatcher."
"Highlight (Yellow)","Location 4274","","Amalthea couldn’t protect any parts of Izzy that projected beyond its silhouette. Dinah and the rest of the Arjuna Expeditions crew had made some progress in “embiggening” the asteroid, carving out slabs of metal and then elevating them like flaps on an airplane wing to extend the sheltered envelope, but it could only get so big. At some point it had been necessary to draw a line under the expansion and “fix the envelope,” meaning that Izzy took on a definite shape and size. This had occurred on A+1.233. Since then they had found ways to jam more modules inside that envelope, or, where that wasn’t possible, to pack bags and bladders of stored material into gaps."
"Highlight (Yellow)","Location 4297","","The Cloud Ark passed through a complete day/night cycle every ninety-three minutes. Time was arbitrary in space, so the ISS had long ago settled on Greenwich time, also known as UTC, as a reasonable compromise between Houston and Baikonur. The Cloud Ark had inherited that system, and Day 700 began at midnight at the Royal Observatory in Greenwich, or A+1.335.0 in ark time. About one-third of the population woke up to begin a sixteen-hour shift. Others would wake up at A+1.335.8, or “dot 8,” and at “dot 16.” The system ensured that about two-thirds of the population was awake at any given time. Awake people needed more oxygen and generated more heat than sleeping people, so it put less of a strain on life support systems, and enabled the Cloud Ark to support more people, if the waking and sleeping cycles were staggered. A reason for the popularity of triads was that each of the three component arklets could operate on a different shift, observing its own artificially imposed period of darkness and quiet. In a heptad, the same basic scheme could be used, with two of the arklets asleep at any given time and the one in the middle of the hexagonal frame being “always on.”"
"Highlight (Yellow)","Location 4332","","“Doob? You still with me?” Luisa asked. “I was going to say ‘Earth to Doob, Earth to Doob,’ but it doesn’t apply anymore.”"
"Highlight (Yellow)","Location 4392","","“Politics,” Luisa said. “But we always knew it was going to happen, right?” “Good morning, Doctors,” said a new voice: that of Ivy Xiao, entering the module to begin her own “morning” exercise routine. “Good morning, Doctor,” said Luisa and Doob in unison, though for Doob it was afternoon. “Did I hear the P-word?” “Yes,” Luisa said. “We were just talking about you, honey.” Doob was appalled. But Ivy laughed delightedly."
"Highlight (Yellow)","Location 4438","","Rhys had been put in charge of building a larger one, concentric with T2, and inevitably called T3. Never one to rest on his laurels, he had invented a completely new system for building it. Unsurprisingly to Dinah, this had consisted of assembling a long loop of high-tech chain and setting it in motion around T2, then adding stuff onto it incrementally. It spun around the same hub at the same RPMs, but because it was bigger, its simulated gravity was a little stronger, about equal to that on the moon. It housed the closest thing the Cloud Ark had to a bridge: a segment of T3 about ten meters long, used by Markus as his headquarters. Attempts had been made to dignify it with names such as “command center,” but at the end of the day it was just an upgraded version of the Banana: a conference room with some television screens and power feeds for tablet computers."
"Highlight (Yellow)","Location 4444","","Izzy didn’t have a helm. It didn’t have controls as such. No big wheel to turn for steering it through space, no throttle. Just a bewildering assortment of thrusters controlled through a web interface that could be pulled up on any tablet, provided you had the right password. So, the control room, the bridge, the command center could be anywhere. People had ended up calling the room Markus had chosen the Tank."
"Highlight (Yellow)","Location 4464","","The crawl running across the bottom of the screen was being updated every few minutes by the current BFR, or Bolide Fragmentation Rate, which had started out at zero on A+0 and been climbing ever since then; this was the number that, when it caromed through the bend in its exponential curve, would signal the onset of the White Sky. The networks had been tracking it obsessively. There was an app for it. A bar in Boston had begun offering end-of-the-world drink specials whenever the BFR broke through certain milestones, and the promotion had been copied widely."
"Highlight (Yellow)","Location 4476","","Selecting the color scheme had consumed resources equivalent to the gross domestic product of a medium-sized country. They had settled on a thin red line down the center, symbolizing the bloodline of the human race, flanked by bands of white, symbolizing starlight, flanked by bands of green, symbolizing the ecosystem that would keep the Arkies alive, flanked by bands of blue, symbolizing water, and, finally, edged by bands of black, symbolizing space."
"Highlight (Yellow)","Location 4509","","In the middle of all that, the flack in Houston got back to him and asked if he could please relocate to a part of Izzy where zero gravity prevailed, and rerecord the little pep talk. Conspiracy theorists were saying that the Cloud Ark didn’t really exist and that it was actually just a bunch of movie sets in the Nevada desert."
"Highlight (Yellow)","Location 4526","","There were a number of reasons why a big power plant might be needed, but the most important of these was to produce rocket propellant by splitting water into hydrogen and oxygen."
"Highlight (Yellow)","Location 4532","","“up” in the zenith direction,"
"Highlight (Yellow)","Location 4534","","Certain relics were easier than others to send into space; the Magna Carta had made it up here, but Michelangelo’s David was still on the ground. Considerable effort had gone into sealing up heavy relics in “everything-proof vaults” and leaving them on the bottom of the oceans, or in deep mine shafts,"
"Highlight (Yellow)","Location 4541","","he could not humanly ignore the fact that his potential fourth child, the embryo he and Amelia had created, was in there somewhere. Along with tens of thousands of other fertilized embryos waiting to be thawed out and implanted in human wombs."
"Highlight (Yellow)","Location 4547","","Instead of sending up a church pod, a synagogue pod, a mosque pod, etc., she had provided this one structure, which was something like the interfaith chapel at an airport in that all the different religions had to share it. Internal projectors would display crosses, Stars of David, or what have you on its interior surfaces, depending on what sort of service was happening there at the moment. It had a long, cumbersome, politically correct name, but someone had dubbed it the Woo-Woo Pod"
"Highlight (Yellow)","Location 4561","","size of a coffee table and essentially vaporized. Performing his video surrounded by free-floating, freeze-dried corpses would shut up the “truthers”"
"Highlight (Yellow)","Location 4615","","Somewhere in the middle, between the ocean liner and the blind ox, was the football player pushing the wheelbarrow. It didn’t matter whether “football” for you was soccer or the American sport played by men in helmets. In either case you were meant to envision a player trying to weave a path downfield among defenders. A skilled player could succeed at this when running unencumbered but would fail if obliged to push a wheelbarrow with a boulder in it. The boulder, of course, was Amalthea, and the wheelbarrow was the asteroid mining complex that had been constructed around it. If this analogy were the one closest to the truth, then the wheelbarrow would have to be abandoned."
"Highlight (Yellow)","Location 4635","","Thus physics drove politics to the extremes of “ditch the rock now” or “keep the rock at all costs.”"
"Note","Location 4636","","And related demand for propellant"
"Highlight (Yellow)","Location 4665","","He was, understandably, quite relaxed at the moment, and it took a while for him to bring his formidable powers of concentration to bear on the matter at hand."
"Highlight (Yellow)","Location 4678","","“Thank God for Ivy,” Markus said. Since winning command of the Cloud Ark he had never lost an opportunity to praise her—another skill that Doob reckoned must be inculcated into leaders in whatever mysterious Leader Academy churned them out. More likely it was an instinct."
"Highlight (Yellow)","Location 4694","","she made the most of it, gliding in the liminal zone between dozing and waking"
"Highlight (Yellow)","Location 4727","","It had long since become obvious that he and a number of his mining industry friends had mounted a serious operation to prepare for an extended stay beneath the surface of the Earth."
"Highlight (Yellow)","Location 4729","","Constructing an underground complex that could sustain itself for thousands of years was an operation of which few, if any, organizations were capable. Most of those were governmental or military. But if any private group could do it, it was Rufus and his network. The sorts of questions he had been asking her for the last two years left nothing to the imagination. To the extent that the experts on Izzy knew anything about long-term sustainability of artificial ecosystems, Rufus now knew it too."
"Highlight (Yellow)","Location 4738","","all the letters were in the range A through F. Which was a strong hint that this was a number expressed in hexadecimal notation:"
"Highlight (Yellow)","Location 4744","","Some of Dinah’s chips were cheap off-the-shelf hardware made for terrestrial use, but she also had some rad-hard ones, which she hoarded in a shielded box in a drawer beneath her workstation. She opened that drawer, pulled out that box, and took out a little green PC board, about the size of a stick of gum, with an assortment of chips mounted to it. Printed in white capital letters directly on the board was its MAC address. And its first half-dozen digits matched those in the transmission coming from the Space Troll."
"Highlight (Yellow)","Location 4751","","QSB, came the answer back. “Your signals are fading.” Then QTX 46, which she guessed meant something like “Will you be available on this frequency forty-six minutes from now?” As anyone on Izzy would understand, this meant “I will call you back when you have orbited around to the other side of the planet.” QTX 46, she answered back. “Yes.”"
"Highlight (Yellow)","Location 4784","","few sightings on optical telescopes had confirmed that it had transitioned into a heliocentric orbit, which might have happened accidentally or as the planned result of a controlled burn. Assuming it was following its original plan, Ymir should then have made almost two full loops around the sun. Since its orbit was well inside of Earth’s—the perihelion was halfway between the orbits of Venus and Mercury—it would have done this in just a little more than a year, grazing the orbit of Greg’s Skeleton—Comet Grigg-Skjellerup—a couple of hundred days ago."
"Highlight (Yellow)","Location 4796","","Time, tide, and comets waited for no man."
"Highlight (Yellow)","Location 4814","","“My dad used to talk about spark gap transmitters,” Dinah said. “It was a technology they used—” “Back before transistors and vacuum tubes. Yes!” Doob said. Dinah telegraphed down:           DOES QET SOUND LIKE AN OLD TIME SPARKY TO YOU? Rufus returned:           YES COME TO THINK OF IT “They took some of my robots with them,” Dinah said. “All they would have to do is jot down the MAC addresses on those units’ interface boards, and they’d have sort of a crude proof of identity. As a matter of fact . . .” and she began to pull up some of the records she had made, almost two years ago, of the robots and part numbers issued to Sean and his crew. Within a few minutes she was able to verify that the MAC address that had come in via Morse code a few minutes ago matched one on a robot that had been taken to Ymir."
"Highlight (Yellow)","Location 4888","","gazing down out her little window, was able to see the terminator—the dividing line between the day and night sides of Earth—creeping over the Thames estuary down below, and lighting up a few tall spires in the London financial district."
"Highlight (Yellow)","Location 4927","","“Partly that,” Ivy said. “But yesterday they were saying that the whole Venezuelan navy was headed for Kourou to restore order. I’ll bet that navy no longer exists.” “The smaller fireballs? Near the spaceport?” “I’m going to guess fuel-air explosives. They would do almost as much damage as tactical nukes without contaminating the launch site.” Ivy had shrugged loose from Dinah’s embrace and turned around so that her back was to the window. They were now hovering close to each other. Dinah finally got it. “You said that Cal’s boat had popped up. That it was on the surface. That he knew something. You think—” “I know,” Ivy mouthed. Cal had received the order, direct from J.B.F., and he had launched the nuke. He’d probably launched cruise missiles with fuel-air devices as well."
"Highlight (Yellow)","Location 5052","","“So what is your point?” Markus asked, crisply but politely. “We have no laws. No rights. No constitution. No legal system, no police.” Markus and Tekla looked at each other across the table. It was not a sneaky look, or a guilty look, or a conniving look. But it was a significant look. “It is being worked on,” Markus said. He wasn’t kidding; ever since the Crater Lake Accord had been signed, a whole think tank full of constitutional scholars had been toiling away on it in The Hague, and one of them was now resident up here. “I know it is,” Luisa answered, “and it is very important to me that atrocities such as what we’re seeing on these screens don’t somehow infect that process. This cannot be business as usual.”"
"Highlight (Yellow)","Location 5062","","excused herself from what had become a very strange kaffeeklatsch. Oh well, perhaps it had cured her of some sentimental ideas. She had walked in aspiring to somehow re-create the experience of breakfasting in a sidewalk café in Europe and instead been treated to half an hour of nuclear warfare, mass incineration of protesters, and serious ethical discourse, mixed in with a suddenly keen sexual tension between her and Tekla. Like quite a few other people on the Cloud Ark, she hadn’t had sex since she had come up here."
"Highlight (Yellow)","Location 5163","","“You figured out a way to make photosynthesis in rice more efficient by transplanting genes from maize. Greenpeace destroyed your research facility in the Philippines but you kept the project alive anyway, in Singapore. Starting shortly after Zero you began developing strains of that rice adapted for cultivation in low-gee hydroponic environments.” “Sprice,” Miguel said, with an ever-so-slight roll of the eyes. The term, a contraction of Space Rice, had been coined by an enthusiastic reporter for the Straits Times and become an unkillable staple of tabloid headlines and Internet comment threads. “Do you understand, Moira, that it cannot grow without some amount of simulated gravity? There has to be an up and a down or the root system cannot develop. In this it is more difficult than algae, which doesn’t care.” “Oh, we’re all going to be eating algae for a long time,” Moira said. “Sprice will come later, after we have constructed more environments that rotate to make gravity. And then, Miguel, then!” “Then what?” Miguel asked. “Sprew.” “Sprew?” “Space brew,” Moira said. “It’s not as good as barley, but you can make beer from rice in a pinch.”"
"Note","Location 5173","","Budweiser utilizes rice."
"Highlight (Yellow)","Location 5190","","martial arts in zero gee is a new frontier.”"
"Highlight (Yellow)","Location 5220","","enormous sense of shame and guilt comes with it.” “But Amelia doesn’t have Alzheimer’s, she’s—” “Doesn’t matter. Seeing her, talking to her, makes you feel bad. And at some level, your brain wants the thing that makes you feel bad to go away. Simplest reaction in the world. Doesn’t make you a bad person. Doesn’t mean you have to give in to it.”"
"Highlight (Yellow)","Location 5225","","the question of “When?” Predicting it on Day 720, plus or minus a few, had been all well and good back on Day 360. But Day 700 was now approaching its end, and the “plus or minus” thing was seriously bothering him. Lately they’d narrowed it down to “plus or minus three days,” but that was in response to political pressure. It wasn’t a legit scientific move. And it meant something different to scientists. Laypersons understood it as “certainly between 717 and 723.” Scientists would instead say that if you could repeat the experiment of blowing up the moon a large number of times, and keep track of the time-to-White-Sky separately in each case, the numbers would fall into a normal distribution, a bell-shaped curve, with about two-thirds of the instances falling within that range. Which meant that the remainder would fall outside of that range—and some would fall well outside of it."
"Highlight (Yellow)","Location 5360","","“Door” was a landlubber term for what, on a boat or a spaceship, would be called a hatch. A convention had developed where, in a part of Izzy that had simulated gravity, it was referred to as a door. In the floaty bits, it was called a hatch."
"Highlight (Yellow)","Location 5707","","“A few minutes ago, Manhattan was struck by a hundred-foot wall of water. I presume that the same is true of most of the East Coast. I was listening to the service from St. Patrick’s Cathedral when it went off the air.”"
"Highlight (Yellow)","Location 5748","","“The Cloud Ark Constitution is now in effect.” Dinah drew breath, knowing what this meant. Markus spelled it out anyway. “This means that all nation-states of Earth, and their governments and constitutions, no longer exist. Their military and civilian chains of command are no more. Oaths you may have taken to them, allegiances you may have held, loyalties you may have felt, citizenships you may have had are now and forever dissolved. The rights granted you by the Cloud Ark Constitution, no more and no less, are your rights. The laws and responsibilities of the Cloud Ark Constitution now bind you. You are citizens of a new nation now, the only nation. Long may it endure.” She keyed:           MARKUS IS CALLING IT             WHO SAID HE WAS BOSS? Rufus’s transmission was getting scratchy. Dinah wiped her eyes and looked out her window to see Earth encircled by a belt of fire."
"Highlight (Yellow)","Location 5799","","not a cowboy, and he certainly wasn’t a preacher. He was a miner: a delver, a demolisher, a builder, a businessman. If he lived by a simple code of ethics, it was not an end in itself, but a way to get something done without selling his soul or destroying his reputation. It was a tool to be wielded like a shovel or a stick of dynamite. Tools were for building things; and pride was something you could feel after the fact, when you stood back, looked at what you had built, and passed it on to your children. Dinah could spend the rest of her life living by her word, giving everyone a fair shake, and all of that. Rufus would no doubt approve of all those things. But it was not the charge he had given her. He had told her, though not in so many words, to get busy building a future."
"Highlight (Yellow)","Location 6257","","Like every other project in the history of the universe, it went slowly at first because all kinds of snags came up."
"Highlight (Yellow)","Location 6418","","The speed of sound, for example—a.k.a. Mach 1—was three hundred and some meters per second, and most earthbound people would consider it awfully damned fast."
"Highlight (Yellow)","Location 6420","","A common delta vee benchmark had been the amount needed to get something from an Old Earth launch pad to an orbit like Izzy’s. This was some 7,660 meters per second, or more than twenty-two times the speed of sound:"
"Highlight (Yellow)","Location 6426","","The launch from terra firma to Izzy on Day 68 had required a delta vee of 7,660 m/s according to a naive calculation; but as any old space hand would know, losses due to atmospheric friction and the need to push back against gravity would have elevated the practical number to more like 8,500 or 9,000."
"Highlight (Yellow)","Location 6487","","Laypersons tended to substitute “fuel” or “gas” for “propellant,” making the obvious analogy to the stuff that had been burned by the engines of cars and airplanes. It wasn’t a bad analogy, but it was incomplete. In addition to fuel, most rocket engines needed some kind of oxygen-rich chemical (ideally, just pure oxygen) with which to burn it. Cars and planes had simply used air. Rockets stored the oxidizer in a separate tank from the fuel until the moment of use. The two chemicals were collectively referred to as “propellant,” and their combined weight and volume tended to dominate space vehicle design"
"Highlight (Yellow)","Location 6493","","A convenient figure for characterizing that was the mass ratio, which was how much the vehicle weighed at the beginning (including the propellant) divided by how much it weighed at the end, when all the tanks had been emptied. If you knew how good the engine was, and how much delta vee you needed, then the mass ratio could be calculated using a simple formula named after the Russian scientist Tsiolkovskii, who was credited with having worked it out. It was an exponential: a fact that explained almost everything about the economics and technology of spaceflight. For if you found yourself on the wrong side of that exponential equation, you were completely screwed."
"Highlight (Yellow)","Location 6549","","he broke into a string of bad Russian meaning something like I trade places with you now. Vyacheslav responded in equally bad German. Both men were perfectly fluent in English. But they made a private joke of butchering each other’s languages, ostensibly as part of a project to preserve Old Earth’s linguistic heritage. Markus then added, “The rest of you, buckle up.”"
"Highlight (Yellow)","Location 6628","","Unlike normal ships, which carried their propellant in tanks, Ymir was a big chunk of solid propellant—ice—inhabited by a sort of parasitical infestation of equipment whose purpose was to convert that propellant into thrust."
"Highlight (Yellow)","Location 6659","","The general picture was that Ymir would not be anything like the traditional idea of a spaceship, in the sense of an orderly, symmetrical piece of architecture. It would be more like a flying robotic anthill, constructed out of a natural found object. The robots crawling around on and in it had general instructions as to what they were supposed to be doing, but could make their own judgments from moment to moment to avoid collision with other robots, or from hour to hour as to when they needed to recharge their batteries. Or that had been the general scheme, anyway."
"Highlight (Yellow)","Location 6706","","Gamma was high-energy light. It would pass through just about anything. So, bad news, good news: It was hard to shield against the stuff. But most of it passed right through your body without interacting—that is, without doing damage. It made scary noises on the Eenspektor. Betas were free-flying electrons. They were easy to shield against. Good news, bad news: You could stop them with a little bit of water or plastic. But by the same token, if they came into contact with your body they were certain to break something inside of you. Alphas were helium nuclei, four thousand times as massive as betas, moving at relativistic speed. They could not pass quietly through matter any more than cannonballs could, but they did a lot of damage to whatever they hit."
"Highlight (Yellow)","Location 6897","","Now that fuel fleas were killing people, it was time to learn about them. “A tiny piece of uranium or plutonium that has gotten loose from a ruptured rod. As it throws off alpha particles, it zigs and zags around the room—conservation of momentum. So it hops around like a flea. The point is, it is small and it makes a lot of alpha. It lodged in a diverticulum in his bowel. It burned through his bowel wall and started a bleed that could not stop.”"
"Highlight (Yellow)","Location 6958","","Between being as dead as a doornail and running out of control was a narrow band of normal and healthy power output in which basically all commercial reactor operations happened. The essential problem with Ymir’s reactor was that its moderator—being a naturally occurring substance—was impure and unpredictable. The water that flooded into the chamber for the first dress rehearsal had been melted from ice a few months earlier, around the time of the initial “burn,” and had been sitting in the plumbing system ever since then. There, it had been in contact with rocks and grit that had made it through the augers. It had leached various minerals out of that rock, and become something other than pure water."
"Highlight (Yellow)","Location 7016","","How hot the air would get, how much it would expand, and how heavy the drag would get were questions of colossal import that, however, simply could not be answered until the Hard Rain actually started. As Doob always put it, the experiment of blowing up the moon had never been attempted before. The most they could do was wait and perform observations. Which was exactly what they had been doing ever since the Hard Rain had begun."
"Highlight (Yellow)","Location 7055","","Alerted by a schoolteacher standing in the building’s doorway, Camila turned back into the bus. Rather than hitting her full in the face, the shotgun blast raked the left side of her jaw, removing eleven teeth, tearing away much of her cheek, and causing massive structural damage to her jaw. Surgeons in Karachi and, later, London had saved most of the functions of her tongue, rebuilt her mandible from pieces of bone carved from her pelvis, and fitted her with a set of artificial teeth. After a world tour raising money for girls’ education in Afghanistan and the tribal regions of Pakistan, Camila had been granted permanent asylum in Holland. Dutch plastic surgeons, funded by charitable donations from all over the world, had gotten to work repairing the cosmetic damage. This was a long-term project that had been interrupted by Camila’s selection as one of the Dutch candidates for the Cloud Ark. No one believed that this was a random outcome of the Casting of Lots. Clearly the Dutch authorities had placed their thumb on the scale and seen to it that she was chosen, as a rebuke to some conservative Muslim countries who had refused to nominate female Arkers unless given assurance that arrangements would be made for them to live in orbital purdah. Camila was well suited to serve that symbolic purpose, since she had not adopted Western ways. She dressed conservatively and wore the head scarf and the face veil. She was coy, however, as to whether the purpose of the face veil was submission to the demands of religion or to hide her disfigurement. She had pulled it down several times to display the scars to television cameras, and when she had dined at the White House she had gone uncovered in the dining room, by prearrangement with her hostess, the president of the United States. Julia’s startling arrival in the Cloud Ark had therefore led to a reunion between the forty-four-year-old ex-president and the eighteen-year-old refugee. To call it joyous or even happy would have been wrong given the circumstances. It was a fact of human nature, though, that some people just got on well with each other. This had clearly been the case during that dinner at the White House and was no less true in Camila’s abode, Arklet 174, which was where Julia ended up lodging after she had recovered from her eventful flight up and gone through a bit of basic training in how to live in space."
"Highlight (Yellow)","Location 7136","","Spencer here, after all those years of patient service, was replaced by that hacker boy—” “Steve Lake?” Zeke asked. Julia’s eyes darted to Camila, who nodded. “Yes,” Julia said, “Steve Lake. I guess he’s quite clever, but obviously no competition for Spencer.” “Are they in competition?” Zeke asked. “In a sense yes, when we Arkies are exposed to the all-seeing eye of SAN, and the GPop is permitted to have some semblance of privacy.” “It depends on where you are in the space station,” Zeke began, but then trailed off. “I wouldn’t know, since I’ve been permitted to spend very little time there."
"Highlight (Yellow)","Location 7146","","“To be sure,” Zeke said, “and I think that as time goes on those two populations will cease to be thought of as separate groups.” “I know that is the official dogma,” Julia said, amused. “But most of that social interaction is not going to be through face-to-face visits.” “So I’m told. Hard to envision how the populations will merge as long as that is the case.” “Most of it is going to be happening through Spacebook and Scape and whatnot,” Zeke went on, referring to the Cloud Ark versions of popular Internet communication apps. “At least until—” “Until we all ascend into heaven and live happily ever after as one big friendly Ark,” Julia said. “Zeke, you know space operations better than anyone. What is your opinion of the strategy that Markus has been foisting on us? The Big Ride?"
"Highlight (Yellow)","Location 7192","","THE CREW OF THE ORIGINAL JAMES CAIRD HAD USED CELESTIAL NAVIGATION to find their way across hundreds of leagues of stormy seas to the coast of South Georgia Island. The crew of the New Caird would have to do something similar. It was easier for them. The navigator on James Caird had had no choice but to await breaks in the ever-present cloud cover and snatch observations when he could, comparing them against a mechanical chronometer that he hoped was still telling true time. New Caird had better timepieces and a better view of the sky. In place of a sextant, they had a device consisting of a wide-angle lens and a high-resolution image sensor that could tell what direction it was aimed in just by comparing what it saw to an astronomical database stored in its memory. So they knew precisely how they were oriented in space, and how that orientation was shifting as the giant shard of ice to which they were attached progressed through the inexorable mathematics of its long ellipse. That, combined with direct measurements of Earth’s position, enabled Markus to calculate the parameters of their orbit and to reckon, with precision that grew each time he rechecked the figures, exactly how low they were going to go. Whenever Izzy was on their side of the planet, which was about half the time, they were able to get the latest figures from Doob concerning the expansion of the atmosphere. It was in combining those two sets of figures that pure Newtonian mechanics began to break down. For, in a traditional calculation of a space vehicle’s trajectory, one assumed no atmosphere and no extraneous forces resulting from it. But there was now no denying that Ymir would be going low enough to scrape the air. At a minimum, this meant it would experience some drag that would throw it off the course that Sean Probst had laid in. As these things went, drag wasn’t that difficult to calculate. Its effect on their course could be estimated. But because the ice shard wasn’t a symmetrical body, coming in straight, it was also going to generate some lift."
